stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /etc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/PROJECTS/Eagle/EagleGUI/cbbuild/bin/allegro5.cfg r
system   I            xsystem.c:212  xglx_initialize                  [   0.00000] XGLX driver connected to X11 (The X.Org Foundation 11901000).
system   I            xsystem.c:214  xglx_initialize                  [   0.00000] X11 protocol version 11.0.
system   I            xsystem.c:228  xglx_initialize                  [   0.00000] events thread spawned.
system   I             system.c:257  al_install_system                [   0.00000] Allegro version: 5.2.3 (GIT)
PulseAudio D         pulseaudio.c:123  pulseaudio_open                  [   0.00416] PA_CONTEXT_READY
opengl   D         extensions.c:199  print_extensions                 [   0.29306] GLX_MESA_multithread_makecurrent
opengl   D         extensions.c:199  print_extensions                 [   0.29307] GLX_MESA_query_renderer
opengl   D         extensions.c:199  print_extensions                 [   0.29309] GLX_OML_swap_method
opengl   D         extensions.c:199  print_extensions                 [   0.29312] GLX_SGI_make_current_read
opengl   D         extensions.c:199  print_extensions                 [   0.29313] GLX_SGIS_multisample
opengl   D         extensions.c:199  print_extensions                 [   0.29315] GLX_SGIX_fbconfig
opengl   D         extensions.c:199  print_extensions                 [   0.29318] GLX_SGIX_pbuffer
opengl   D         extensions.c:199  print_extensions                 [   0.29323] GLX_SGIX_visual_select_group
opengl   D         extensions.c:199  print_extensions                 [   0.29325] GLX_EXT_texture_from_pixmap
opengl   D         extensions.c:127  parse_opengl_version             [   0.29335] Parsed '3.0 Mesa 13.0.3' as 0x03000000
opengl   I         extensions.c:703  fill_in_info_struct              [   0.29338] Assumed OpenGL version: 3.0.0.0
opengl   D         extensions.c:302  load_extension                   [   0.29345] glBlendFuncSeparate successfully loaded (0x7f39a4f30940)
opengl   D         extensions.c:302  load_extension                   [   0.29354] glFogCoordf successfully loaded (0x7f39a4f36040)
opengl   D         extensions.c:302  load_extension                   [   0.29359] glFogCoordfv successfully loaded (0x7f39a4f36060)
opengl   D         extensions.c:302  load_extension                   [   0.29365] glFogCoordd successfully loaded (0x7f39a4f30980)
opengl   D         extensions.c:302  load_extension                   [   0.29369] glFogCoorddv successfully loaded (0x7f39a4f309a0)
opengl   D         extensions.c:302  load_extension                   [   0.29373] glFogCoordPointer successfully loaded (0x7f39a4f30960)
opengl   D         extensions.c:302  load_extension                   [   0.29377] glMultiDrawArrays successfully loaded (0x7f39a4f309c0)
opengl   D         extensions.c:302  load_extension                   [   0.29388] glMultiDrawElements successfully loaded (0x7f39a4f36020)
opengl   D         extensions.c:302  load_extension                   [   0.29394] glPointParameterf successfully loaded (0x7f39a4f309e0)
opengl   D         extensions.c:302  load_extension                   [   0.29398] glPointParameterfv successfully loaded (0x7f39a4f30a00)
opengl   D         extensions.c:302  load_extension                   [   0.29402] glPointParameteri successfully loaded (0x7f39a4f30a20)
opengl   D         extensions.c:302  load_extension                   [   0.29405] glPointParameteriv successfully loaded (0x7f39a4f30a40)
opengl   D         extensions.c:302  load_extension                   [   0.29408] glSecondaryColor3b successfully loaded (0x7f39a4f30a60)
opengl   D         extensions.c:302  load_extension                   [   0.29409] glSecondaryColor3bv successfully loaded (0x7f39a4f30a80)
opengl   D         extensions.c:302  load_extension                   [   0.29413] glSecondaryColor3d successfully loaded (0x7f39a4f30aa0)
opengl   D         extensions.c:302  load_extension                   [   0.29415] glSecondaryColor3dv successfully loaded (0x7f39a4f30ac0)
opengl   D         extensions.c:302  load_extension                   [   0.29417] glSecondaryColor3f successfully loaded (0x7f39a4f35fe0)
opengl   D         extensions.c:302  load_extension                   [   0.29420] glSecondaryColor3fv successfully loaded (0x7f39a4f36000)
opengl   D         extensions.c:302  load_extension                   [   0.29422] glSecondaryColor3i successfully loaded (0x7f39a4f30ae0)
opengl   D         extensions.c:302  load_extension                   [   0.29425] glSecondaryColor3iv successfully loaded (0x7f39a4f30b00)
opengl   D         extensions.c:302  load_extension                   [   0.29427] glSecondaryColor3s successfully loaded (0x7f39a4f30b20)
opengl   D         extensions.c:302  load_extension                   [   0.29432] glSecondaryColor3sv successfully loaded (0x7f39a4f30b40)
opengl   D         extensions.c:302  load_extension                   [   0.29434] glSecondaryColor3ub successfully loaded (0x7f39a4f30b60)
opengl   D         extensions.c:302  load_extension                   [   0.29437] glSecondaryColor3ubv successfully loaded (0x7f39a4f30b80)
opengl   D         extensions.c:302  load_extension                   [   0.29440] glSecondaryColor3ui successfully loaded (0x7f39a4f30ba0)
opengl   D         extensions.c:302  load_extension                   [   0.29443] glSecondaryColor3uiv successfully loaded (0x7f39a4f30bc0)
opengl   D         extensions.c:302  load_extension                   [   0.29447] glSecondaryColor3us successfully loaded (0x7f39a4f30be0)
opengl   D         extensions.c:302  load_extension                   [   0.29448] glSecondaryColor3usv successfully loaded (0x7f39a4f30c00)
opengl   D         extensions.c:302  load_extension                   [   0.29452] glSecondaryColorPointer successfully loaded (0x7f39a4f30c20)
opengl   D         extensions.c:302  load_extension                   [   0.29453] glWindowPos2d successfully loaded (0x7f39a4f30c40)
opengl   D         extensions.c:302  load_extension                   [   0.29457] glWindowPos2dv successfully loaded (0x7f39a4f30c60)
opengl   D         extensions.c:302  load_extension                   [   0.29458] glWindowPos2f successfully loaded (0x7f39a4f30c80)
opengl   D         extensions.c:302  load_extension                   [   0.29460] glWindowPos2fv successfully loaded (0x7f39a4f30ca0)
opengl   D         extensions.c:302  load_extension                   [   0.29465] glWindowPos2i successfully loaded (0x7f39a4f30cc0)
opengl   D         extensions.c:302  load_extension                   [   0.29468] glWindowPos2iv successfully loaded (0x7f39a4f30ce0)
opengl   D         extensions.c:302  load_extension                   [   0.29473] glWindowPos2s successfully loaded (0x7f39a4f30d00)
opengl   D         extensions.c:302  load_extension                   [   0.29476] glWindowPos2sv successfully loaded (0x7f39a4f30d20)
opengl   D         extensions.c:302  load_extension                   [   0.29485] glWindowPos3d successfully loaded (0x7f39a4f30d40)
opengl   D         extensions.c:302  load_extension                   [   0.29491] glWindowPos3dv successfully loaded (0x7f39a4f30d60)
opengl   D         extensions.c:302  load_extension                   [   0.29494] glWindowPos3f successfully loaded (0x7f39a4f30d80)
opengl   D         extensions.c:302  load_extension                   [   0.29499] glWindowPos3fv successfully loaded (0x7f39a4f30da0)
opengl   D         extensions.c:302  load_extension                   [   0.29502] glWindowPos3i successfully loaded (0x7f39a4f30dc0)
opengl   D         extensions.c:302  load_extension                   [   0.29507] glWindowPos3iv successfully loaded (0x7f39a4f30de0)
opengl   D         extensions.c:302  load_extension                   [   0.29510] glWindowPos3s successfully loaded (0x7f39a4f30e00)
opengl   D         extensions.c:302  load_extension                   [   0.29514] glWindowPos3sv successfully loaded (0x7f39a4f30e20)
opengl   D         extensions.c:302  load_extension                   [   0.29516] glBindBuffer successfully loaded (0x7f39a4f30e60)
opengl   D         extensions.c:302  load_extension                   [   0.29519] glDeleteBuffers successfully loaded (0x7f39a4f30ec0)
opengl   D         extensions.c:302  load_extension                   [   0.29522] glGenBuffers successfully loaded (0x7f39a4f30f20)
opengl   D         extensions.c:302  load_extension                   [   0.29526] glIsBuffer successfully loaded (0x7f39a4f31020)
opengl   D         extensions.c:302  load_extension                   [   0.29532] glBufferData successfully loaded (0x7f39a4f30e80)
opengl   D         extensions.c:302  load_extension                   [   0.29534] glBufferSubData successfully loaded (0x7f39a4f30ea0)
opengl   D         extensions.c:302  load_extension                   [   0.29535] glGetBufferSubData successfully loaded (0x7f39a4f30fa0)
opengl   D         extensions.c:302  load_extension                   [   0.29536] glMapBuffer successfully loaded (0x7f39a4f31060)
opengl   D         extensions.c:302  load_extension                   [   0.29537] glUnmapBuffer successfully loaded (0x7f39a4f31080)
opengl   D         extensions.c:302  load_extension                   [   0.29541] glGetBufferParameteriv successfully loaded (0x7f39a4f30f60)
opengl   D         extensions.c:302  load_extension                   [   0.29542] glGetBufferPointerv successfully loaded (0x7f39a4f30f80)
opengl   D         extensions.c:302  load_extension                   [   0.29560] glGenQueries successfully loaded (0x7f39a4f30f40)
opengl   D         extensions.c:302  load_extension                   [   0.29564] glDeleteQueries successfully loaded (0x7f39a4f30ee0)
opengl   D         extensions.c:302  load_extension                   [   0.29568] glIsQuery successfully loaded (0x7f39a4f31040)
opengl   D         extensions.c:302  load_extension                   [   0.29569] glBeginQuery successfully loaded (0x7f39a4f30e40)
opengl   D         extensions.c:302  load_extension                   [   0.29572] glEndQuery successfully loaded (0x7f39a4f30f00)
opengl   D         extensions.c:302  load_extension                   [   0.29576] glGetQueryiv successfully loaded (0x7f39a4f31000)
opengl   D         extensions.c:302  load_extension                   [   0.29580] glGetQueryObjectiv successfully loaded (0x7f39a4f30fc0)
opengl   D         extensions.c:302  load_extension                   [   0.29585] glGetQueryObjectuiv successfully loaded (0x7f39a4f30fe0)
opengl   D         extensions.c:302  load_extension                   [   0.29589] glBlendEquationSeparate successfully loaded (0x7f39a4f310e0)
opengl   D         extensions.c:302  load_extension                   [   0.29590] glCreateProgram successfully loaded (0x7f39a4f31120)
opengl   D         extensions.c:302  load_extension                   [   0.29594] glCreateShader successfully loaded (0x7f39a4f31140)
opengl   D         extensions.c:302  load_extension                   [   0.29595] glDeleteProgram successfully loaded (0x7f39a4f31160)
opengl   D         extensions.c:302  load_extension                   [   0.29599] glDeleteShader successfully loaded (0x7f39a4f31180)
opengl   D         extensions.c:302  load_extension                   [   0.29600] glAttachShader successfully loaded (0x7f39a4f310a0)
opengl   D         extensions.c:302  load_extension                   [   0.29602] glDetachShader successfully loaded (0x7f39a4f311a0)
opengl   D         extensions.c:302  load_extension                   [   0.29606] glShaderSource successfully loaded (0x7f39a4f31480)
opengl   D         extensions.c:302  load_extension                   [   0.29608] glCompileShader successfully loaded (0x7f39a4f31100)
opengl   D         extensions.c:302  load_extension                   [   0.29612] glIsProgram successfully loaded (0x7f39a4f31420)
